Country,Version,1. Gender:,2. Age (in years):,Unnamed: 4,3. Nationality:,4. Current marital (partnership) status:,5. Do you currently care for underage children or dependent relatives?,6. The type of higher education insitution where you primarily work:,7. Subject area of the faculty (higher education institution) where you primarily work:,8. Duration of your current employment contract at the higher education institution where you primarily work:,"9. Extent of employment in higher education (in hours/week, aggregated for all higher education institutions where you work):",10. Actual average weekly working hours in higher education (in a typical semester week):,"Effort (less, more, equal)",Effort [%],Income CZK,Income EUR,Income EURO,Euro Adj.,Salary/hour,Salary effort/hour,12. Do you hold a leadership position at a higher education institution?,13. How influential are you in helping to shape key academic policies at your institution at the level of department or similar unit?,14. Do you currently have another (paid) job outside higher education?,14.1. Actual average weekly working hours outside higher education (in a typical semester week): ,14.1. Actual average weekly working hours outside higher education (in a typical semester week): .1,Academic/Non-academic,"CZ_15. Your current position at the higher education institution, where you primarily work: ","AT_15. Your current position at the higher education institution, where you primarily work: ",16. Please choose the category that best fits your job description:,17. The highest level of education attained:,18. Total length of your career in Czech higher education in years:,"1. Teaching (classroom instruction, preparation of instructional materials and lesson plans, advising students, reading and evaluating student work, examination management, etc.)","2. Research (reading literature, designing and conducting experiments, collecting and analysing data, writing articles or other scientific texts, etc.)","3. Activities related to externally funded research projects (searching for information on available funding sources, preparation of grant applications and project reports, project management and administration, etc.)","4. Organisational and administrative activities (organising and attending meetings, dealing with tasks and documents not directly related to teaching, research, or externally funded research projects, etc.)",Academic resources,Perceived autonomy,Quality of leadership,Sense of community,Burnout,Job satisfaction,"1. I don’t, because I really feel that I’m wasting my time at work.","2. To get others’ approval (e.g., supervisor, colleagues, family, students...).","3. Because others will reward me financially only if I put enough effort in my job (e.g., employer, supervisor...).",4. Because I have to prove to myself that I can.,5. Because I personally consider it important to put efforts in this job.,6. Because I have fun doing my job.,7. I do little because I don’t think this work is worth putting efforts into.,"8. Because others will respect me more (e.g., supervisor, colleagues, family, students...).","9. Because others offer me greater job security if I put enough effort in my job (e.g., employer, supervisor…).",10. Because it makes me feel proud of myself.,11. Because putting efforts in this job aligns with my personal values.,12. Because what I do in my work is exciting.,"13. I don’t know why I’m doing this job, it’s pointless work.","14. To avoid being criticized by others (e.g., supervisor, colleagues, family, students...). ",15. Because I risk losing my job if I don’t put enough effort in it.,16. Because otherwise I will feel ashamed of myself.,17. Because putting efforts in this job has personal significance to me.,18. Because the work I do is interesting.,19. Because otherwise I will feel bad about myself.,"1. For me, work is the most important part of life. ","2. As far as my professional development is concerned, I consider myself to be fairly ambitious. ","3. If necessary, I work until exhaustion.",4. My work should always be faultless.,5. I continue thinking about work problems during my leisure time.,"6. If I am not successful, I give up quickly.",7. Lack of success can give me new determination. ,8. I don’t get upset easily. ,"9. So far, my professional life has been fairly successful.",10. I have every reason to be optimistic about my future.,11. My partner (or my closest person) is understanding about my work.,12. Work is everything to me. ,13. I aspire to higher career goals than most other people.,14. I don’t go easy on myself at work.,15. I prefer to check everything three times over rather than hand in work that contains mistakes. ,16. After work I can switch off easily.  ,17. I find it difficult to cope with lack of success.,"18. If I don’t succeed at something, I remain persistent and try even harder.",19. I consider myself to be rather scatterbrained.,"20. Up to this point in my career, I have experienced more successes than disappointments. ",21. I cannot complain about my life in any way.,22. My family isn’t very interested in my problems at work.,23. I need work like the air I breathe. ,24. I have great plans for my career. ,25. I probably work more than I should. ,"26. Whatever I do, it must be perfect. ",27. Problems at work actually occupy my mind all day.,28. Failures at work can easily discourage me.,"29. Lack of success doesn’t bring me down, but makes me to try even harder.",30. The hustle and bustle around me doesn’t affect me.,"31. So far, I have succeeded at almost everything in my professional development.  ","32. So far, I can be satisfied with my life. ",33. I would like my partner (or my closest person) to have more consideration for my work duties and challenges.,34. I wouldn’t know how to live without work. ,35. Professional success is an important aim in my life. ,36. I tend to overwork.,37. I don’t consider my work to be finished until I am completely satisfied with the result. ,38. My thoughts revolve around work almost exclusively.,"39. When I’m unsuccessful at work, it makes me feel very down.","40. If I don’t succeed at something, that just makes me all the more determined.",41. I can be calm and collected in almost all situations. ,42. My life up till now has been characterized by professional success. ,"43. By and large, I am happy and content. ",44. I have the full support of my family. ,What bothers you most about your work at a higher education institution at the moment? What do you like most?
2,4,2.0,28.0,2.0,Spanish,3.0,1.0,1.0,1.0,2.0,40,50.0,3.0,125.0,40000.0,,1666.3889351774703,1846.3589401766371,46.158973504415926,36.92717880353274,1.0,1.0,1.0,,0.0,2,3.0,,,,,5.0,29.0,1.0,15,19,18,12,8,16,11,2.0,4.0,2.0,5.0,6.0,6.0,1.0,1.0,1.0,5.0,7.0,6.0,1.0,1.0,1.0,2.0,6.0,7.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,5.0,
2,4,1.0,33.0,2.0,German,2.0,1.0,1.0,3.0,3.0,40,50.0,3.0,125.0,,750,750.0,831.0,20.775,16.62,1.0,1.0,5.0,5.0,5.0,2,3.0,,,,,5.0,30.0,5.0,10,18,24,8,5,16,12,4.0,5.0,3.0,6.0,6.0,5.0,3.0,1.0,7.0,6.0,7.0,5.0,1.0,3.0,1.0,5.0,6.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,
2,4,2.0,32.0,2.0,Kosovan,3.0,1.0,,5.0,4.0,1.5,1.5,1.0,100.0,,,,,,,1.0,3.0,4.0,,0.0,2,3.0,,,,,,,,,30,24,20,15,17,25,2.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,
2,4,,30.0,2.0,Spain,2.0,1.0,1.0,5.0,1.0,40,40.0,1.0,100.0,34174.0,,1423.6793867688718,1577.43676053991,39.43591901349775,39.43591901349775,1.0,2.0,1.0,,0.0,2,3.0,,,,,20.0,10.0,,10,14,24,8,9,13,14,3.0,5.0,1.0,7.0,4.0,6.0,3.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,6.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,The low salary bothers me a lot. I like the most the opportunities to travel abroad.
2,4,1.0,39.0,2.0,Italian,2.0,2.0,1.0,5.0,2.0,40,,3.0,,33000.0,,1374.770871521413,1523.2461256457257,38.08115314114314,,1.0,2.0,1.0,,0.0,2,4.0,,,,,20.0,20.0,10.0,3,21,24,15,9,18,13,1.0,1.0,1.0,6.0,7.0,5.0,1.0,1.0,6.0,6.0,6.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,The competition model
2,4,2.0,39.0,2.0,Turkiye,3.0,1.0,1.0,8.0,2.0,40,40.0,1.0,100.0,40000.0,,1666.3889351774703,1846.3589401766371,46.158973504415926,46.158973504415926,1.0,2.0,1.0,,0.0,2,4.0,,,,,33.0,10.0,6.0,2.5,24,21,20,15,20,14,2.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,7.0,7.0,7.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,"I beat myself up during the preparation phase to come up with the best ideas for my students. Other than that being in the classroom with them reminds me of how passionate I am about teaching every single time and I am definitely so happy about it. However, working really hard and almost always and having financial issues from time to time is consuming my energy, leads me questioning what I do, how much I work and its value. When I start questioning I do not feel happy. Actually, I am in one of those periods in my life right now and this survey served as a self-reflection tool, so thank you and good luck with your research."
2,4,2.0,44.0,1.0,Czech,2.0,2.0,1.0,5.0,1.0,40,40.0,1.0,100.0,57000.0,,2374.6042326278953,2631.061489751708,65.7765372437927,65.7765372437927,2.0,5.0,1.0,,0.0,2,4.0,,,,,20.0,2.0,5.0,13,19,22,15,14,12,18,2.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,
2,4,2.0,58.0,2.0,USA,2.0,1.0,1.0,7.0,2.0,20,20.0,1.0,100.0,18000.0,,749.8750208298617,830.8615230794867,41.54307615397433,41.54307615397433,1.0,3.0,3.0,10.0,10.0,2,4.0,,,,,3.0,1.0,,0.5,3,20,10,13,9,18,1.0,3.0,1.0,3.0,7.0,6.0,1.0,3.0,3.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,,4.0,,4.0,,4.0,4.0,1.0,2.0,2.0,4.0,,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,"My only dissatisfaction is that I feel that the faculty are paid abominably--not just myself, but all faculty at UK. That's a shame.  As for professional development, I've only just returned to teaching on a part-time basis after 20 years of professional work outside of academia. I am satisfied with my current work and enjoy it. I hope my input does not throw off results, as many of my answers would differ if I were teaching on a full-time basis."
2,4,2.0,34.0,2.0,Serbian,1.0,,3.0,3.0,3.0,40,40.0,1.0,100.0,30000.0,,1249.7917013831027,1384.7692051324777,34.61923012831194,34.61923012831194,1.0,1.0,1.0,,0.0,2,4.0,,,,,0.0,8.0,0.0,0,12,21,12,3,20,7,7.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,5.0,7.0,6.0,1.0,3.0,5.0,3.0,6.0,5.0,1.0,6.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,,4.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,
2,4,2.0,42.0,2.0,Canadian,1.0,2.0,1.0,1.0,2.0,40,40.0,1.0,100.0,75000.0,,3124.479253457757,3461.9230128311947,86.54807532077987,86.54807532077987,3.0,2.0,1.0,,0.0,2,4.0,,,,,8.0,16.0,12.0,4,25,24,14,14,15,21,2.0,5.0,5.0,6.0,7.0,7.0,1.0,6.0,6.0,6.0,7.0,7.0,1.0,3.0,4.0,4.0,5.0,7.0,4.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,Management structure
